id,title,genre,plot
43410,"""The High School Musical Project"" (????)",Reality-Tv,"Docu-series following the creation of original musicals in New York City to be produced by High Schools around the country. Once completed, 5 high schools are selected to pilot the musical, and we see the vastly different processes, resources and perspectives from each school leading up to opening night."
18613,Indisposed (2000),Adventure,"A beautiful treasure hunter thinks a luscious blonde knows the whereabouts of an ancient treasure. She's wrong, however, and her inability to grasp that a scorned boyfriend has given her bad information ultimately leads to bondage for both lovely ladies."
45962,The Last House on Sorority Row (????),Horror,"After a brutal hazing ritual causes the death of new pledge Cherry Lane, a group of sorority sisters decide to bury her body and never speak of the tragedy again. But one year later, as graduation day approaches, members of the sorority begin to fall victim to a mysterious killer. Unable to reveal the truth to the police, sorority sister Jennifer Adams is left alone to uncover the identity of the masked murderer. As Cherry's complicated personal life is revealed Jennifer considers a long list of potential suspects. But when Jennifer returns to the site of Cherry's death to exhume her corpse the body has disappeared. Is someone close to Cherry out to avenge her untimely death? Or has Cherry Lane herself returned from the grave to inflict brutal retribution?"
4374,The Redemption of Henry Myers (2014),Western,"Henry Myers lives a hard life. After his latest heist goes wrong and his partners betray him and leave him for dead, Henry is surprised to find extraordinary kindness from a widow and her children. Soon, Henry begins to question the choices he's made in his life. Just as things begin to make sense again, things take an interesting turn"
25060,"""Natsuiro kiseki"" (2012)",Animation,"The four girls, Natsumi, Saki, Yuka, and Ringo have always been good friends and in the past shared all their experiences. Now however, friction has started to develop between Natsumi and Saki and as a way of keeping the group together, the others gather everyone at a wishing stone said to grant your desires if everyone present shares the same ones. It is at that moment a miracle occurs."
26616,Long zai na li (2015),Animation,"The Zodiac Dragon is missing, and the World plunges into chaos. Jen, a righteous ten year-old girl, must join forces with the legendary Zodiac Animals to find Dragon, restore order to the world, and save humanity. When the Jade Emperor hears of Dragon's five hundred year disappearance, impetuously he declares he is hosting a race, opened to creatures of all kinds, to replace the existing Zodiac. Harmony on Earth is severely threatened. But wait, behind the entire calamity is a demonic Roach King conspiring a coup d'état of the entire Zodiac. Cockroaches! Millions and millions of cockroaches, ready to rule the World! On the day Jen inadvertently finds a Dragon scale, she encounters three talking animals -- a Pig, a Sheep, and a Horse - three of the twelve Zodiacs. Apparently, the scale is the only clue to Dragon's whereabouts. And to battle Roach King, Jen and the three have to find and unite the rest of the original Zodiac -- Rat, Cow, Tiger, Rabbit, Snake, Monkey, Rooster, and Dog. Together, they embark on a journey that though dangerous, turns out to be rewardingly heartwarming."
49764,Dawid i Sandy (1988),Animation,"David and his family move to live on a beach beside a jungle. In the jungle two groups are hunting. One group are tiny aliens, on earth to hunt for their magic pearls. The second group is a women hunter and her monkey sidekick, they are hunting and trapping animals in the jungle and also seeking to catch the aliens. Behind the scenes an evil property developer Mr Stealmore (wow - how subtle) has plans to strip the jungle of it's hidden treasure and to bulldoze it to build a city. Can David help to save the jungle?"
40674,Midnight Mind (2015),Short,"A celebration of the arts, a surreal adventure involving a female composer and a film pioneer. Midnight Mind represents one of the first attempts within a century to replicate the Kinetophone sound process pioneered by W.K.L. Dickson and Thomas Edison. A visual poem, a celebration of the art of creation and the journeys we must sometimes embark on to reach the state of mind to produce the ultimate masterpiece. This film represents one of the first attempts within a century to replicate the Kinetophone film sound process pioneered by W.K.L. Dickson And Thomas Edison. Most of the audio you will experience was recorded live with an Edison standard phonograph featuring an original 1905 recorder and historic concert horn. In addition to the wax cylinder sync sound, an authentic 1920s Zeiss lens was used for most of the visuals in this picture. Enjoy the ride!"
18956,"""Ski Patrol"" (2008)",Reality-Tv,"Ski Patrol follows the men and women who work the slopes in some of the most extreme environments in the country. As cameras follow their every move, these appealing men and women fight avalanches, perform daring rescues and keep their eyes on unruly mountain-goers looking to party on the slopes. It's high-altitude action, excitement and adventure everyday with Ski Patrol."
21066,Pro Wrestling Eclipse: November Bash (2014),Sport,"Pro Wrestling Eclipse returns to the Oshawa Legion with: November Bash. A birthday bunkhouse brawl for the PWE Champion ""Mr Vain"" Joshua James vs Will White. A 3 on 2 Tag Team Championship match. A cruiserweight championship match, a flame championship match. And a very special King of the Shwa gauntlet match."
41702,DeXit: Der nächste Flüchtling bist du (2016),Thriller,"A near future: Germany is hit by a major economical crisis. Lisa, Agatha and driver Ronny with his dog, Boxer Trojo, are sharing a ride in a van from Berlin to the countryside, glad to to leave the chaotic capital for a while. After leaving the Autobahn in front of one of the many 'checkpoints' Ronny realizes: they can't receive neither phone, internet or GPS anymore - in shortest time they become refugees in their own country."
21394,Wrong Number (2007),Romance,"A bitter-sweet story of love found on the other end of the telephone line. A New Yorker in Berlin dials a wrong number. MARIA, the girl on the other end, is curiously receptive. They agree to get to know each other over the telephone before meeting. Their conversations are seemingly open and personal. They can ask each other anything except who they are and what they do? They soon decide to meet... A bitter-sweet story of love found on the other end of a wrong number. Jay dials a wrong number. Maria, the girl he has called is curiously receptive and he invites her to meet him, only to retract his invitation at the last moment. Later, Jay calls her back to suggest that they get to know each other better over the telephone before eventually meeting. Maria accepts his proposal and thinks it will be an interesting experiment. They agree to talk openly about any personal subjects, although, who they are and what they do? is strictly forbidden. Their conversations are seemingly spontaneous and personal and soon Jay is eager to meet Maria."
8381,Billy Mize & the Bakersfield Sound (2014),Documentary,"Billy Mize's contributions to Country music shaped the industry. His charm and golden voice are legendary among the insiders. A performer on the brink of fame, his is a spectacular tale about identity and sacrifice amidst a Country music revolution."
39382,WrestleMania 21 (2005),Sport,"Rey Mysterio vs Eddie Guerrero, Money in the Bank Ladder Match - Edge vs Kane vs Christian vs Chris Benoit vs Shelton Benjamin vs Chris Jericho, Kurt Angle vs Shawn Michaels, Randy Orton vs The Undertaker, John Cena vs JBL, Big Show vs Akebono in a sumo match, Batista vs Triple H."
53037,"""Itsuka kono koi wo omoidashite kitto naiteshimau"" (2016)",Romance,"Six young men and women who move from the countryside to the big city of Tokyo, each with their own dreams and aspirations. Among them is Sugihara Oto and Soda Ren. After her mother died, Oto was raised by adoptive parents in Hokkaido. Although she has given up on having any high hopes or big dreams for her future, she still remains positive and faces life with optimistic attitude. One day, she finds out the fact that her adoptive parents are planning to marry her to the wealthy man in town in order to solve their financial debt. Soda Ren was raised by his grandfather in Fukushima. Ren works hard on one job after another in order to earn the money to buy back his grandfather's land so that they can start farming again. By chance, Oto and Ren meet in Hokkaido and they decide to move to Tokyo to find new life to change their fate and future. However, as soon as they arrive Tokyo, they get separated in the crowds."
10814,The Bounder (1984),Comedy,"An ex-convict named Howard Bender comes to live with his sister and brother-in-law in this half-hour comedy pilot based on the 1982 original British series. Howard uses his powers of deception to deal with people; however, he is attracted to Laura, the beautiful next door neighbor."
24810,"""Pro-Am Poker Equalizer"" (2007)",Sport,"Well known celebrities like Cheryl Hines (Curb Your Enthusiasm), Academy award winner Don Cheedle (Hotel Rawanda), Jason Alexander (Seinfeld), Jeremy Sisto (6 Feet Under) play off against the best poker pros in the world including Chris Jesus Ferguson, Chris Ivey, and Andy Bloch... over 8 episodes of jam-packed, entertaining play."
48659,Perverted Stories 19 (2004),Adult,"4 short stories: 1) BAG LADY: Four guys has a gang-bang with a woman who covers her face with a bag: She may be the sister of one. Is she? 2) PARKING PERVERT: A woman can give her car keys to the valet, but how can she get them back? 3) BUILT FOR PLEASURE: A man invents a female sex robot and invites his male friend for a threesome. 4) THE DUMMY: A ventriloquist leaves his dummy and girlfriend in his office alone. The dummy has something big to show her."
52744,Under the Knife & Behind the Camera: The Making of Awake (2008),Short,"This short is concerned primarily with Joby Harold, as a first time director, and his experience making the film. There are some interesting tidbits-the cast went to see an open heart surgery, the idea for the film came out of a painful experience the director had with a kidney stone, and we even get to see Terrence Howard eating a Slim Jim. Most importantly, the director makes it very clear that the film's depiction of anesthesia awareness is ""the worst case scenario""."
40488,"Blackjack Ketchum, Desperado (1956)",Western,"While doing a good deed, the title hero has to shoot a man in self defense, and go into hiding. His peace is interrupted when a cattle baron rides into his territory, and decides to settle there. When no locals want to sell, Jared Tetlow turns to murdering the locals with his hired gun Dee Havalik, and starting a range war. Blackjack finds he has to kill the Tetlow gang off one by one, to restore peace in this movie sharing nothing in common with its real-name historical outlaw."
50961,Heroes (1984),Adult,"Class assignment: Write a 500-word essay on your hero. (1) Danny Connors dreams of being on-stage with gyrating rock idol Rick Donovan, joining in on an imagined public performance (which later turns private). (2) In the school library, Tony Wilde writes about his older brother Brandon, who joined the navy. Missing him, he imagines himself joining the navy to show his brother how much he's grown. Classmate Rob Daniels (enamored of Tony) sees the kid pleasuring himself and knows Tony's thinking of his absent brother again. He slips under the table to add actual sensations to Tony's imaged ones. (3) Star pitcher Steve Kolis's paper relays how he and buddy Jim Bentley got to meet professional baseball rookie Tim Kramer. What it doesn't say is that they caught the big athlete just after his shower and, under Jim's initiative, discover his distinct liking at swinging his bat for young male fans. (4) Mr. Taylor confronts Matt Sullivan about not turning in a paper, only to discover that Matt is hot for teacher. Cole encourages full disclosure. As Matt and Cole explore their new dynamic, Rydar Hanson walks in on them, as does Lee Thompson later. All four join together, later to discover their activities observed and enjoyed by yet another walk-in student, Cliff Ryder."
4990,Ex Tropico (2015),Horror,"After a party gone wrong, a Sorority must undergo community service as camp counselors for the summer. While at camp they find a mysterious darkness in the forest surrounding the camp grounds that will reveal the real secrets of who they are."
36587,A Christmas Reunion (2015),Family,"A Madison Avenue executive, Amy, discovers an unusual Christmas surprise when she inherits her Aunt's hometown bakery. The real surprise comes when she learns the other half of the bakery was left to her long-ago boyfriend, Jack. Unresolved personal issues resurface between them, as the exes return home to co-manage the store, along with its traditional holiday cookie bake-off."
40653,The Cowboy Musketeer (1925),Western,"Leila Gordon's ( Frances Dare ) father dies before he can tell her the location of the map to his hidden gold mine. Joe Dokes ( Jim London ), the foreman of the Gordon ranch, wants to get the map for himself and hires Tony Vaquerrelli ( David Dunbar ) to give him a hand. Tom Latigo ( Tom Tyler ), a bashful but resourceful cowpoke, learns of Leila's plight and decides to help her out. He poses as a notorious thug, finds the map, outwits Dokes, and wins Leila for his wife."
35098,"""Nightline: Revolution in a Box"" (1997)",News,"Does the rise of the Internet and the World Wide Web make the US vulnerable to cyber terrorism. The Pentagon says yes. ABC News correspondent Gina Smith talks to General Robert Marsh, computer scientist Peter Neumann, Pentagon computer crime investigator Jim Christie, former National Security Council aide Roger Molander, ex computer hackers Morty Rosenfeld and Kevin Poulsen, as well as FBI crime expert Ken Guidey and computer security consultant Al Zuretz. (Nightline, 1997)"
6438,Squaddies (2018),History,"Nobby and Bambi are Privates in the British Army conscripted into National Service in 1953 at the time of the Korean War. Outmaneuvered by their Sergeant into volunteering to peel potatoes, they are soon joined by Hawkeye, also a conscripted soldier, who is more world-wise and has skived off being on parade. Their conversation quickly turns to the opposite sex and the very naive Bambi has some questions. Can Nobby answer them for him or does he also have some gaps in his experience? How will the timid Bambi cope with his two years in National Service and is Hawkeye quite as indifferent as he makes out? Squaddies reveals the startling contrast in society and the material circumstances, sexual mores, and lifestyle challenges for young people in the 1950's compared with the present. This brief encounter changes the perceptions of all three servicemen and leaves question for the audience to ponder."
48243,Young Pioneers (1976),Western,"Pilot for TV series of the same name released in 1978. The film told the tale of Molly and David Beaton, two teenage newlyweds, in the Dakota Territory in the 1870s."
52537,Tom & Thomas (2002),Family,"Living in different environments and without actually knowing each other, the nine-year-old boys Tom and Thomas have always been aware of the other's existence. At the time they finally meet Tom is on the run from some child smugglers who operate their business from his boy's home. The smugglers mistake Thomas for Tom and attempt to get him out of the country on a plane. Tom, who has no intention of losing his brother, finds himself in the middle of a smuggling operation and it takes all his efforts to reunite with his brother and bring the family together."
29769,The Canadoo (2016),Horror,"When five fame-hungry millennials are chosen to be contestants on a reality survival TV show, it appears they have been given a chance at celebrity stardom - but when a mixture of strange discoveries, unexplained occurrences, and mysterious disappearances plague the group, they begin to turn on one another, wondering if they are actually on a game show or if someone playing a game of their own."
39363,Battle for Forever: Alexander X (2018),Adventure,"Alexander Grant is no ordinary teenager. Sure, he's got all the problems a typical 15-year-old faces-girl crushes, raging hormones, awkward mood swings-but Alexander is different. Not superhero different, or alien from another planet different, but chronologically different. You see, he's one of less than a thousand people with a rare genetic defect: he ages only one day for every one hundred days. Of course, with 1500 years of life experience comes some super ninja skills, but when we catch up with Alexander, he's been going to one high school or another for over 300 years and is about to take his 3000th history test."
39063,Torso: The Evelyn Dick Story (2002),Crime,"The 1946/1947 murder trial of young and beautiful Evelyn Dick remains the most lurid murder case in Canadian history. After children find only the torso of her missing husband, John, Evelyn is arrested for his murder. The head and limbs had been sawed from his body and evidence that they had been burned in the furnace of her home (she and her adolescent daughter shared with her parents) later surfaced. (There is some weird twist involving her parents and a supposed baby boy that she gave up for adoption some 3 years prior to the murder.) After she was sentenced to hang, lawyer J.J. Robinette appealed her case, and won an eventual acquittal. But, when police are tipped-off by her father, the decayed remains of Evelyn's baby boy encased in cement under the floor boards of her home are found. Although she is acquitted of the murder of her husband, she is sentenced to 11 years in prison for the murder of her infant son. No one was ever convicted of the murder of John Dick. Evelyn was released from prison in 1958. After her release, her whereabouts were never known or at least never reported or published."
31301,Heartbound (1925),Western,"Motion Picture News Booking Guide, April 1925 . . . with a western ranch and New York figuring as the locale. Worthless husband of Beth is believed lost at sea, but later he turns up when she is married again to a ranch foreman, who leaves her, thinking she loves her first husband. The latter, however, comes to grief through his dereliction's and Bill regains Beth after saving her from a desperado at the ranch."
9527,One Fine Day (2011/I),Documentary,"The documentary One Fine Day, shows six people from different cultures and religions who all, through a small nonviolent act, have had a significant and positive influence on society. In the film we meet a young Burmese monk, a Chilean student, a German priest, a young Iraqi woman, an American former athlete and a Chinese youngster. In One Fine Day director Klaas Bense investigates how frustration can be turned into positive actions. He looks at what one single individual can achieve, and the often severe, personal consequences."
33209,"""The Wanderer"" (1994)",Fantasy,"Twin brothers were separated at birth. One was good, the other evil. They have to fight each other at the turn of the millenia to determine which side will rule. The good one is often visited by his last incarnation, a knight who lived around the year 1000 and killed his brother in a similar ceremony. Other people from that same time resurface, including a monk that is now a priest, and the lover of the knight, who becomes the hero's lover."
27826,The Gunman (1952),Western,"Dan Forester, a small town New Mexico newspaper editor, spots an outlaw wanted for murder. He sends word to Whip Wilson, a Texas lawman anxious to make an arrest. When Wilson arrives, he discovers the town is ruled by an outlaw gang running a protection racket and the town's sheriff seemingly unable to cope with the situation. Worse, the local lawman refuses to cooperate with Wilson to bring the fugitive Whip seeks to justice. With Dan's help, Whip sets out to break-up the outlaw gang and arrest the brains behind the criminal enterprise so he can bring his fugitive back to the Lone Star state to stand trial."
50624,"""Son of Abish"" (2014)",Talk-Show,"Son Of Abish is a chat show which is shot at Canvas Laugh Factory, Mumbai. This episode features performance and interview with the Multi Instrumentalist Sidd Coutto (Tough on tobacco, Zero, Alien Chutney, Ankur Tiwari and the Ghalat family)"
45563,"""TV Teen Club"" (1949)",Music,"Something of an indirect predecessor to ""American Bandstand"" (Like ""Bandstand,"" it originated in Philadelphia and had many of the same technical crew), this teen-oriented music-variety program was hosted by veteran bandleader/performer Paul Whiteman. Whiteman, a fixture on the American pop music scene since the early 1920's, genuinely enjoyed doing this show, wearing loud sport clothes, using the kids' catch phrases of that period (""Real gone, man!""), and handing the sponsors' Tootsie Rolls and chewing gum out of a paper bag. A good judge of talent (Bing Crosby got his start with Whiteman's band in the late-1920's), Whiteman gave both Dick Clark and Bobby Rydell major early breaks on this program, as well as future recording company executive Bernie Lowe. The show featured young talented contestants who would win prizes. It was broadcast nationally from WFIL-TV, Channel 6 in Philadelphia. The person in charge of talent was Skipper Dawes. He would later discover and manage Eddie Fisher. 8 year old Leslie Uggams, was one discovery as well as a young drummer Bobbie Rydell, who would later rise as a singer, as well as future pop star Dion. When Tootsie Rolls first came on as a sponsor he hired New York teenager John Bravo (Dick Brooks) after auditions in New York, to come in each week to do the Tootsie Roll commercials. He was replaced over time by 23 year old Dick Clark. By: Dick Brooks, The Houdini Museum, Scranton, PA. Teenagers would perform each week and would be judged. Winner each week would get a cash prize in the range of $100. After several weeks the winners of several shows would then compete against each other for a grand prize. This would often be in the form or an expensive appliance probably donated in return for promotion. The show was headed up by musician-celebrity Paul Whiteman"
54092,ECW Guilty as Charged 2001 (2001),Action,"ECW Title (Tables Ladders Chairs & Canes Match): Justin Credible vs. The Sandman vs. Steve Corino, Rob Van Dam vs. Jerry Lynn, ECW Tag Team Titles: Amish Roadkill & Danny Doring vs. The Hot Commodity, I Quit Match: Tommy Dreamer vs. C.W. Anderson, Balls Mahoney & Chilly Willy vs. Simon Diamond & Swinger, Yoshihiro Tajiri & Mikey Whipwreck vs. The Full-Blooded Italians vs. Kid Kash & Super Crazy, Nova vs. Chris Hammerick (special referree Spike Dudley), Cyrus & Jerry Lynn vs. Joey Matthews & Christian York"
19696,"""Green Wheels"" (2007)",Reality-Tv,"Future Wheels travels the world exploring the latest alternative fuels and green technologies for all types of vehicles - including electric, ethanol, solar, vegetable oil, human power, propane, and hydrogen. automobiles and what will fuel the cars of tomorrow from hydrogen and solar to electric, and atomic."
43233,Adventure Quest (2011),Adventure,"Adventure Quest is a single player RPG. The game play is similar to a traditional RPG in that much of its game play revolves around fighting monsters in a turn based system. Adventure Quest has an alignment system, similar to that of Dungeons and Dragons, which includes selection between Good and Evil as well as Unity and Chaos, actions taken in-game affects the player's alignment, and will (for instance) give the player a selection of custom rewards in game events. The game also includes equipment that will bestow special effects depending on the players' alignment. To show one's alignment status the Molina Twilly in Battleon will allow show the player's moral compass."
10810,"Of Sins, Sofas and Sausages (2016)",Documentary,"The film ""Of Sins, Sofas and Sausages"" depicts a special microcosm: Because of the many immigrants and social housings, the quarter has the reputation of being a ghetto - here 2500 people from 42 nations live. However, the quarter can be seen as a kind of experimental laboratory for living together in the migration country Switzerland. On the basis of small, fine stories Switzerland is shown how it could look like in one generation. In a subtle way the film stimulates the reflection on where the momentary immigration of refugees could lead to: to a respectful cooperation and coexistence of all kinds of cultures."
42724,2013 Gold Rush Expedition Race (2014),Sport,"The Gold Rush Expedition Race is one of the foremost expedition races in the world. This documentary features an international field of 56 elite athletes tackling a grueling 225-mile course through the California wilderness as they test their mental and physical limits in the toughest competition in North America. Over the course of three days, teams face merciless heat and sleepless nights while trekking, mountain biking, climbing and kayaking amidst the beauty of the Sierra Nevada mountains. This documentary is filmed, edited and produced by students at the University of Cincinnati and is funded by the UC Forward Initiative."
9996,"""Friday Night Cranks"" (2007/I)",Reality-Tv,"The show began with Jared and Kristen in 2007. Kristen eventually left the show and Jared was left to take on the whole thing. On December 5th 2014, it was announced that 2015 would bring an end to the show. However, the final show was on July 22, 2016."
8422,"""Dung Duang Haruetai"" (2007)",Romance,"This is about three artificial states which are, Kasik, Panturat and Tanta. All of them was neighbors but they felt feared to each other. Kasik was located at the northern. With the coldest weather, people could not grow any plants but it was rich of gems and diamonds. Panturat is good to grow crops as well as easy to connect with the city. Tanta is located near the ocean so the weather was always hot during through years."
172,"""America's Next Top Baseball Player"" (????)",Reality-Tv,Four former major league baseball players scour the hills and countryside of Latin America in search of undiscovered raw talent that will be selected and trained before competing in a knock-out competition to see who will become America's Next Top Baseball Player.
47862,Il lupo dei mari (1975),Adventure,A story of a man possessed by the power of life and death over the men under his command. Chuck Connors portrays Captain Wolf Larson in this high seas adventure about a man possessed with the power he holds over his crew and a fear of a man's legend.
35741,TimeWarpers (2020),Sci-Fi,"A team of super heroes travel through time to correct the forgotten time-line remade by the P.U.N. (Prosperous United Nations). Using their new discovered genetic powers they warp back in time, and so the future of the mankind lies in the uncertain past. A team of super heroes travel through time to correct the forgotten time-line remade by the P.U.N. (Prosperous United Nations). Using their newly discovered genetic powers they warp back in time, and so the future of mankind lies in the uncertain past."
29059,"""Red Bird"" (2016)",Western,"The story is loosely based on the Lawrence Massacre of 1863, when William Quantrill murdered upwards of 200 men and boys in Lawrence, KS. Osbern and Boland cited living in Lawrence and reflecting on the history of Bleeding Kansas as an inspiration for creating the series."
32948,Io ti assolvo (2008),Crime,"Francesco (Gabriel Garko), after ten years, returns to the town that has seen her grow and everything is like then, only he really has changed. He became Fr. Francesco. By taking the vows she has tried to erase the juveniles burned in wrong choices, bald attitudes, dangerous friendships, but life sometimes closes the accounts left open. A terrible fact brings the young priest to the places of his tough youth. Frustrated with the pain, Fr. Francis agrees to replace the pastor Father Raul (Gerardo Amato), his spiritual father, barbarously killed in the church. A few days before being assassinated Father Raul had sent a letter to the Bishop asking for urgency to be dissolved from the vows. A sudden and completely abnormal decision, for this reason Francesco is involved in the investigation that will be followed by the murder ."
29331,Biography: Under 21 and Filthy Rich (2011),Reality-Tv,"While today's young stars, athletes, and entrepreneurs all have different stories of how they became wealthy, they are all part of a club of young people who are so extraordinary that they are able to make millions of dollars before they can legally spend a dime on a drink. This profile looks at where these kids came from, how they have made their money, how they spend and manage their money, and where they are headed next after starting their careers with such early success."
19730,Za Neshka Robeva i neynite momicheta (1985),Documentary,"The film goes beyond the traditional facade of sport's battle for medals and explores the ethical dimensions of the efforts of the trainer and her modern and rhythmic gymnastics competitors, the price of success, the meaning of hard labor and Golgotha's vocation.The film reveals the hardships of the daily training routine of a rhythmic gymnastics group, repeating their moves over and over again while working towards perfection. There are short interviews with Neshka Robeva and Lilly Ignatova. We can see ambition and envy, the secret workings of being a referee at the European Championship in Wien, the impact of politics in sports completions favoring the USSR... The three girls on the winner's podium - Aneliya Ralenkova, Dilyana Georgieva and Lilly Ignatova, are seen at the end holding hands."
35110,"""Akujo ni tsuite"" (2012)",Mystery,"The drama portrays 25 years in the stormy life of a very talented businesswoman called 'Tominokoji Kimiko', who is often being labeled as a 'queen of affectations' or a 'devilish woman' by the people around her. 'Kimiko' gains an enormous amount of wealth during the rapid economic growth of Japan and possesses an incredible charm that men cannot resit. In fact, she has relationships with three men at the same time. Even when she becomes pregnant, she continues to toy with them and tells each of them that they are the father."
13750,Rodeo Rhythm (1942),Western,"One of the rarest, which is okay as it seldom even appears on the want lists of dedicated P.R.C. collectors (especially those who have seen it), and one of the oddest of the ""who-let-this-out"" films. Filmed on location in the Kansas City area, with only B-western star Fred Scott and actress Loie Bridge the only two in the cast who had ever been in a film (and Scott had none after this), and the only other Hollywood connections were director Fred C. Newmeyer, who hadn't had a directing job since 1937 and who chose to be billed as Fred Neymeyer here; cameraman Edward A. Kull, billed as Eddie Kull and editor George Halligan, who may have assumed it wouldn't be seen by anybody and kept his own name on the credits. At this period in time, actress Loie Bridge was a Kansas City residence herself. Sister of actor Alan Bridge, the pair had their start in Kansas City co-managing a stock company at the Empress Theatre, before brother Al headed for Minneapolis and, later, the bright lights of Tinseltown. Loie stayed at home in Kansas City running stock companies, with an occasional role in California in early 1930's B-westerns that usually had brother Al in the cast. Loie left Kansas City for good it appears circa 1942-43 and had a fair career as a character actress. Roy Knapp, a Kansas City dry cleaner, opened a kid's riding academy in that city circa 1926 and,in a few years, his troupe of riding young daredevils (ages from 4 years old to late teens) were performing in rodeos and livestock shows all over the American Midwest. One of the riding stars of the troupe was a 5-year-old girl named (correct spelling) Roylene ""Small Fry"" Smith, who evidently became Donna Jean Meinke somewhere along the way, according to the cast listing on the IMDb. While the film is a showcase for Roy Knapp's ""Rough Riders,"" it is not a story of the group, although ""Knapp"" is the character role names for Scott and Bridge, who play brother and sister. She plays Tillie Knapp, struggling to keep the Knapp Orphanage open. The highlight event at the Orphanage each year is the annual summer vacation visit the kids make to the ranch of her brother Buck, who sends her money to pay for the trip. Alas, this year, Alex Twitchell, local money-bag version of Snively Whiplash, has purchased the mortgage due on the orphanage and the Knapp Ranch, and demands immediate payment. Tillie gives him all the money that had been saved for the trip. To keep the kids, orphans all, from being disappointed, her old vaudeville partner, Joe Stegge, takes her and the kids to the ranch in his truck. The kids learn that Uncle Buck and Aunt Tillie are in dire straits and enlist the aid of Jim Corey, a former member of the orphanage, and Ellie Knapp, Buck's daughter, to help them put on a rodeo and use the money to help Aunt Tillie. Whiplash, uh, Twitchell arrives and legally ties up all of Buck's property, which includes the ponies the kids were going to ride in the rodeo and pay off the old homestead. But Twitchell is in a car wreck, and the kids save his life by taking him from under the car and rushing him to the hospital. Twitchell releases the ponies and the rodeo is held and enough money raised to pay off the mortgage. But Twitchell says the money is for them and he not only is going to retire the mortgage himself, he is going to build them a bigger and better Orphanage. While producer Leo J. McCarthy wrote the story, he and the two other writers chose to be uncredited also or, at least, PRC chose not to credit them. Aside from the riding ability of the kids---and they were good---this film is a good measurement of the talent level of Kansas City stock company players at the time, which also indicates that Kansas City was among the last to know that Vaudeville had died. But Victor Adamson and Robert J. Horner made worse films without leaving California. Not by much, though."
44427,The Sandman (1995),Horror,"Gary is a trailer park romance novelist who can't seem to sleep at night. He also thinks that he saw a monster assaulting his girlfriend while she was sleeping. People is his trailer park begin to die in their sleep. Soon, Gary's friends begin to think that he has gone crazy with all his ranting and raving and that all he needs is a good night's sleep. Gary is afraid to sleep..."
42705,"""Hey Frase"" (2013)",Talk-Show,"Fresh off her nationally syndicated morning radio show to peruse a career in television, Sarah Fraser hosts a new and unique, interactive web series/talk show called ""Hey Frase!"" The program, features Sarah and a panel of sassy and overly opinionated women, who will fix the world, one man at a time. The women on the show have a wide variety of backgrounds and personalities. From the video gamer and the outspoken, to the mom, the beauty queen and the promiscuous. We would say that the show will be edgy, but that would be an understatement. Hey Frase will go the extremes to glorify, mock as well as create an open discussion on female (as well as male) perspectives on a variety of topics, such as: sex, dating, relationships, men, bizarre issues/problems, news topics as well as what the heck men are thinking and more. Fresh off her nationally syndicated morning radio Sarah Fraser hosts a new and unique, interactive web series/talk show Hey Frase! to glorify, mock as well as create an open discussion on female and male perspectives on a variety of topics."
18756,William Higgins' Class Reunion (1983),Adult,"William Higgins holds a giveaway contest, a new motorcyle to the winner. He invites many of his previous movie actors over to his swimming pool and tells them to jump in and go for it. The guys begin a huge orgy to win the bike. A huge cast of his early 1980's films."
34602,Won't Back Down (2014),Sport,"From his humble beginnings in his hometown of Sheffield, England, Steve Peat has established himself as one of the worlds most iconic cyclists. Peaty has been competing at the top level in his chosen sport of downhill mountain bike racing for the past 23 years, longer than the lifetime of many of his current competitors. Through 20 years of archival footage and photos and intimate interviews with Steve, his family, close friends and competitors, Won't Back Down takes viewers on a captivating tour of the history of the sport of downhill mountain bike racing and offers a never-before-seen view into the life and legacy of this enduring icon."
49583,"""Men vs. Movies"" (2015)",Talk-Show,"Cool dudes, millions of movies, and a never ending quest towards bringing you news and reviews for the ever-expanding cinematic landscape. Our mission: to keep you as up to date as possible on all things going on in the motion picture universe as well as providing entertaining reviews on movies new and old. Let the journey begin."
6334,Need for Speed: Hot Pursuit (2010),Action,"Racers and Cops never sleep in the town of seacrest with the racers doing their best to outrun the law with a range of exclusive cars, and the cops trying to stop them with equal speed and horse power, you have a two choices in game, either your with the law or against it."
27516,Cooper and the Castle Hills Gang (2011),Family,"Eleven-year-old Cooper Callaghan knows how to have fun, especially while living in what he calls ""the greatest neighborhood in the world."" Summer days are filled with elaborate games, adventures and the occasional practical joke on his temperamental older sister, Penny. But when Castle Hills' favorite grandpa, Mr. Wilson, loses something dear to him and his wife, Cooper and his friends face a mission that may be impossible to complete. With only a handful of hours before Mrs. Wilson arrives home for the big July 4th celebration, Cooper must search every corner of the community, out-smart his sister and overcome his own pride to save the day."
45568,The Four Twenty-One (2009),Sci-Fi,"As a child, Buddy Cortez was recruited by a covert branch of the government and trained to hunt and destroy aliens that are living among us. Now, as the danger increases and a lifetime of killing takes its toll on Buddy, each desperate decision may prove to be his last."
22386,Hannibal: Pride of Carthage (2018),Action,"In the second century B.C., a supremely gifted young soldier rises to command the Carthaginian army, raises and leads an army of sixty thousand soldiers and eleven elephants on an historic charge over the Alps, surprises the Roman Army with a series of unforgettable defeats, and fills the hearts of Romans with a sense of terror that outlives the man himself. Hannibal goes on to live four lives: soldier, commander, King, and fugitive."
